"GeneName"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000048707"	20.2941903093109	0.401045665950634	0.257490362591864	1.55751718982319	0.119347742568188	0.999893292882976
"ENSG00000117016"	18.2056425138567	-0.30977956461716	0.270481476893755	-1.14528938607815	0.25208930123801	0.999893292882976
"ENSG00000162378"	8.74566322901333	-0.280334274083145	0.387056899669155	-0.724271481331986	0.468899081750417	0.999893292882976
"ENSG00000154027"	14.3793528725506	-0.312851471109418	0.329579825625651	-0.949243390476108	0.342496837783111	0.999893292882976
"ENSG00000116675"	19.9611773645505	0.159953830517579	0.289687324435537	0.552160267382266	0.580838553770967	0.999893292882976
"ENSG00000137941"	23.4037133117718	0.317541461154233	0.33171055547605	0.957284765022077	0.338423542871874	0.999893292882976
"ENSG00000143013"	9.21573653377343	-0.137745499919385	0.319923860029433	-0.430557132896284	0.666790416129935	0.999893292882976
"ENSG00000172260"	10.3253759106374	0.025531211023512	0.358787873582103	0.0711596263513894	0.943270713426667	0.999893292882976
"ENSG00000198162"	11.7710462018449	-0.49770298354691	0.340027987515692	-1.46371181732193	0.143272705268547	0.999893292882976
"ENSG00000197106"	6.19468437109925	-0.12790637910069	0.408296693135081	-0.313268221984775	0.754076891092042	0.999893292882976
"ENSG00000047410"	10.7844357022866	0.00165151005599612	0.30149210142534	0.00547778879840769	0.995629378748023	0.999893292882976
"ENSG00000018625"	46.7624337831941	-0.273893421043699	0.239352244980652	-1.14431105948406	0.252494658351292	0.999893292882976
"ENSG00000157064"	9.05385165523201	-0.126261267888656	0.355443139100931	-0.355222126970927	0.722423189345147	0.999893292882976
"ENSG00000143248"	9.59447630497995	-0.671408784964125	0.362436361210433	-1.85248737936175	0.0639558681920164	0.999893292882976
"ENSG00000152092"	11.3921447218935	0.172018990967979	0.317542205246104	0.541720086735115	0.588011350019527	0.999893292882976
"ENSG00000173726"	12.3205584180296	0.0375921324440338	0.479097632189316	0.0784644504967606	0.93745860740366	0.999893292882976
"ENSG00000135829"	6.15483279200877	0.505795032544487	0.419137660995617	1.20675157499096	0.227527830268302	0.999893292882976
